Week,Market,Channel,Product,Impressions,Clicks,Spend_AED,Conversions,Sales_AED,Engagement_Rate,Brand_Awareness_Score,Purchase_Intent_Score,Influencer_Name,Follower_Count,Influencer_Engagement_Rate,TV_GRP,PR_Mentions,PR_Share_of_Voice,Website_Sessions,Bounce_Rate,Avg_Session_Duration_Sec,Page_Views_Per_Session,Competitor_SOV,Sentiment_Score
1,SEIL,TV,Galaxy Z Fold8,N/A,N/A,91591,N/A,N/A,N/A,57.4,41.9,N/A,N/A,N/A,821,N/A,N/A,N/A,N/A,N/A,N/A,15.5,0.79
1,SEIL,Search,Galaxy Z Fold8,470056,6972,34051,925,316836,1.48,46.9,55.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.81
1,SEIL,Website,Galaxy Z Fold8,N/A,N/A,N/A,1598,624882,N/A,54.9,30.4,N/A,N/A,N/A,N/A,N/A,N/A,101962,30.8,180,2.51,11.3,0.88
1,SEIL,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,68.2,50.1,N/A,N/A,N/A,N/A,110,33.8,N/A,N/A,N/A,N/A,8.8,0.92
1,SEIL,Paid Social,Galaxy Z Flip8,114770,933,2291,101,29687,1.2,57.8,38.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.71
1,SEIL,Influencer,Galaxy Z Flip8,N/A,N/A,1269,19,7730,5.3,42.2,34.1,Influencer_17,380222,5.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.84
1,SEIL,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,61.4,49.0,N/A,N/A,N/A,N/A,11,32.7,N/A,N/A,N/A,N/A,8.3,0.85
1,SEIL,Paid Social,Galaxy S24,617555,5270,16522,434,86138,1.34,47.0,54.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.74
1,SEIL,Influencer,Galaxy S24,N/A,N/A,4641,13,5564,3.4,51.0,26.3,Influencer_18,353557,3.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.4,0.85
1,SEIL,TV,Galaxy S24,N/A,N/A,70291,N/A,N/A,N/A,61.5,53.5,N/A,N/A,N/A,827,N/A,N/A,N/A,N/A,N/A,N/A,20.0,0.85
1,SEIL,Search,Galaxy S24,658799,10034,21375,954,258043,1.52,52.5,38.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,0.79
1,SEIL,Website,Galaxy S24,N/A,N/A,N/A,1069,337200,N/A,38.1,47.6,N/A,N/A,N/A,N/A,N/A,N/A,122320,25.8,244,3.75,16.1,0.86
1,SEIL,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,66.0,65.1,N/A,N/A,N/A,N/A,88,28.5,N/A,N/A,N/A,N/A,11.9,0.81
1,SEIL,Paid Social,Galaxy Tab S10,153814,2102,2861,138,37109,0.91,38.4,29.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.3,0.79
1,SEIL,Paid Social,Galaxy Buds3,137734,1183,2780,51,16672,1.49,52.2,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.93
1,SEIL,Paid Social,Galaxy Watch6,738271,8018,24240,756,123297,1.24,46.5,36.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,0.8
1,SEIL,Influencer,Galaxy Watch6,N/A,N/A,8332,72,21600,5.48,48.8,25.2,Influencer_17,958889,5.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,0.94
1,SEIL,TV,Galaxy Watch6,N/A,N/A,58470,N/A,N/A,N/A,61.9,60.0,N/A,N/A,N/A,489,N/A,N/A,N/A,N/A,N/A,N/A,13.1,0.8
1,SEIL,Search,Galaxy Watch6,495826,9981,28610,891,401962,2.01,54.1,31.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,0.93
1,SEIL,Website,Galaxy Watch6,N/A,N/A,N/A,1739,559206,N/A,43.6,45.7,N/A,N/A,N/A,N/A,N/A,N/A,99529,29.5,185,2.73,12.6,0.85
1,SEIL,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,59.9,60.4,N/A,N/A,N/A,N/A,90,18.1,N/A,N/A,N/A,N/A,6.4,0.86
1,SEPAK,Paid Social,Galaxy Z Fold8,585064,5421,17424,529,85128,1.06,58.1,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,0.89
1,SEPAK,Influencer,Galaxy Z Fold8,N/A,N/A,5534,28,12188,4.37,58.4,26.8,Influencer_19,445369,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.5,0.86
1,SEPAK,TV,Galaxy Z Fold8,N/A,N/A,58874,N/A,N/A,N/A,66.2,56.0,N/A,N/A,N/A,636,N/A,N/A,N/A,N/A,N/A,N/A,15.4,0.8
1,SEPAK,Search,Galaxy Z Fold8,384964,7764,14534,1298,344818,2.02,53.4,40.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.0,0.89
1,SEPAK,Website,Galaxy Z Fold8,N/A,N/A,N/A,1942,526798,N/A,49.0,46.8,N/A,N/A,N/A,N/A,N/A,N/A,117620,40.3,219,3.17,8.4,0.91
1,SEPAK,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,74.8,51.6,N/A,N/A,N/A,N/A,76,43.5,N/A,N/A,N/A,N/A,8.8,0.86
1,SEPAK,Paid Social,Galaxy Z Flip8,84295,1261,2914,73,16765,0.87,57.9,36.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0.71
1,SEPAK,Influencer,Galaxy Z Flip8,N/A,N/A,1105,60,20074,5.41,31.5,23.4,Influencer_19,929884,5.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.92
1,SEPAK,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,66.7,51.8,N/A,N/A,N/A,N/A,10,45.2,N/A,N/A,N/A,N/A,12.2,0.84
1,SEPAK,Paid Social,Galaxy S24,451105,3759,20604,342,104550,0.84,61.6,41.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,0.86
1,SEPAK,Influencer,Galaxy S24,N/A,N/A,4308,21,8073,5.01,38.5,33.5,Influencer_20,453690,5.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,0.77
1,SEPAK,TV,Galaxy S24,N/A,N/A,42905,N/A,N/A,N/A,70.8,50.1,N/A,N/A,N/A,347,N/A,N/A,N/A,N/A,N/A,N/A,18.8,0.82
1,SEPAK,Search,Galaxy S24,248528,3952,20323,333,121899,1.59,50.7,49.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.8,0.79
1,SEPAK,Website,Galaxy S24,N/A,N/A,N/A,1000,357064,N/A,45.0,34.5,N/A,N/A,N/A,N/A,N/A,N/A,65283,40.4,235,2.7,13.9,0.9
1,SEPAK,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,63.5,45.8,N/A,N/A,N/A,N/A,62,46.4,N/A,N/A,N/A,N/A,6.4,0.91
1,SEPAK,Paid Social,Galaxy Tab S10,119366,1337,2593,75,26083,1.42,46.0,35.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.9
1,SEPAK,Paid Social,Galaxy Buds3,89783,877,2191,55,20104,0.83,56.2,34.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.1,0.81
1,SEPAK,Paid Social,Galaxy Watch6,567780,7496,19734,503,98942,1.28,47.5,50.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.72
1,SEPAK,Influencer,Galaxy Watch6,N/A,N/A,7788,7,2016,4.01,34.4,30.8,Influencer_19,282760,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.84
1,SEPAK,TV,Galaxy Watch6,N/A,N/A,46339,N/A,N/A,N/A,64.2,45.3,N/A,N/A,N/A,387,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.89
1,SEPAK,Search,Galaxy Watch6,387873,7039,19401,756,411270,1.81,65.1,33.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.84
1,SEPAK,Website,Galaxy Watch6,N/A,N/A,N/A,995,234516,N/A,37.9,45.5,N/A,N/A,N/A,N/A,N/A,N/A,56774,37.2,262,2.55,11.2,0.82
1,SEPAK,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,55.3,52.4,N/A,N/A,N/A,N/A,73,18.0,N/A,N/A,N/A,N/A,8.5,0.87
2,SGE,Paid Social,Galaxy Z Fold8,621356,7467,33750,517,118184,1.0,66.8,28.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.83
2,SGE,Influencer,Galaxy Z Fold8,N/A,N/A,5901,13,3436,3.42,51.0,42.8,Influencer_3,323481,3.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,0.79
2,SGE,TV,Galaxy Z Fold8,N/A,N/A,44728,N/A,N/A,N/A,50.9,42.3,N/A,N/A,N/A,961,N/A,N/A,N/A,N/A,N/A,N/A,17.4,0.92
2,SGE,Search,Galaxy Z Fold8,756154,16390,23542,2405,1113183,2.17,56.5,39.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.81
2,SGE,Website,Galaxy Z Fold8,N/A,N/A,N/A,1334,436470,N/A,43.3,39.4,N/A,N/A,N/A,N/A,N/A,N/A,83740,27.4,201,3.69,10.6,0.85
2,SGE,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,66.8,57.7,N/A,N/A,N/A,N/A,89,43.1,N/A,N/A,N/A,N/A,5.2,0.85
2,SGE,B2B Roadshow,Galaxy Z Fold8,29536,N/A,7306,105,49256,7.12,56.5,69.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0.89
2,SGE,Paid Social,Galaxy Z Flip8,1231322,14309,23293,1577,544168,1.25,43.5,56.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.93
2,SGE,Influencer,Galaxy Z Flip8,N/A,N/A,7891,9,2671,4.31,53.9,32.4,Influencer_1,330192,4.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,0.93
2,SGE,TV,Galaxy Z Flip8,N/A,N/A,50554,N/A,N/A,N/A,53.9,61.9,N/A,N/A,N/A,759,N/A,N/A,N/A,N/A,N/A,N/A,12.1,0.85
2,SGE,Search,Galaxy Z Flip8,894320,15502,38047,2233,954702,1.73,57.3,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.8,0.92
2,SGE,Website,Galaxy Z Flip8,N/A,N/A,N/A,2225,758512,N/A,61.1,46.3,N/A,N/A,N/A,N/A,N/A,N/A,135487,41.5,157,2.62,9.6,0.79
2,SGE,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,69.0,54.9,N/A,N/A,N/A,N/A,132,31.5,N/A,N/A,N/A,N/A,10.0,0.85
2,SGE,Paid Social,Galaxy S24,567856,6462,21826,412,69316,0.84,51.2,41.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,0.85
2,SGE,Influencer,Galaxy S24,N/A,N/A,5026,50,11961,3.62,43.7,38.8,Influencer_2,953258,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0.84
2,SGE,TV,Galaxy S24,N/A,N/A,40992,N/A,N/A,N/A,55.2,40.4,N/A,N/A,N/A,543,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.8
2,SGE,Search,Galaxy S24,537021,8689,13137,1401,742705,1.62,60.8,36.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.94
2,SGE,Website,Galaxy S24,N/A,N/A,N/A,1245,345033,N/A,61.6,32.4,N/A,N/A,N/A,N/A,N/A,N/A,95897,25.5,250,3.26,10.5,0.76
2,SGE,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,74.1,59.2,N/A,N/A,N/A,N/A,70,36.9,N/A,N/A,N/A,N/A,7.0,0.8
2,SGE,B2B Roadshow,Galaxy S24,11662,N/A,6530,48,28748,6.64,70.3,57.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8,0.91
2,SGE,Paid Social,Galaxy Tab S10,103854,1094,3701,50,13803,1.34,46.4,57.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.73
2,SGE,Influencer,Galaxy Tab S10,N/A,N/A,996,24,7432,3.81,36.9,40.1,Influencer_1,613037,3.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.76
2,SGE,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,61.3,54.2,N/A,N/A,N/A,N/A,4,23.1,N/A,N/A,N/A,N/A,8.5,0.9
2,SGE,Paid Social,Galaxy Buds3,132871,1192,3870,63,25052,1.32,47.0,37.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.9,0.83
2,SGE,Paid Social,Galaxy Watch6,751739,8976,23770,944,228532,1.27,67.4,44.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,0.88
2,SGE,Influencer,Galaxy Watch6,N/A,N/A,5939,17,6743,2.59,61.8,39.4,Influencer_3,859827,2.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,0.76
2,SGE,TV,Galaxy Watch6,N/A,N/A,53031,N/A,N/A,N/A,62.1,56.0,N/A,N/A,N/A,419,N/A,N/A,N/A,N/A,N/A,N/A,18.1,0.8
2,SGE,Search,Galaxy Watch6,566572,8171,11730,809,309290,1.44,53.3,42.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.0,0.86
2,SGE,Website,Galaxy Watch6,N/A,N/A,N/A,1613,619326,N/A,51.4,52.0,N/A,N/A,N/A,N/A,N/A,N/A,96439,26.2,185,3.28,11.8,0.82
2,SGE,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,66.3,56.1,N/A,N/A,N/A,N/A,36,32.8,N/A,N/A,N/A,N/A,10.5,0.94
2,SGE,B2B Roadshow,Galaxy Watch6,16095,N/A,7997,86,24667,7.79,60.6,56.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,0.98
2,SESAR,Paid Social,Galaxy Z Fold8,904316,9063,18792,862,234680,1.14,54.8,55.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.77
2,SESAR,Influencer,Galaxy Z Fold8,N/A,N/A,6232,52,25291,4.4,56.7,30.7,Influencer_4,909489,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.89
2,SESAR,TV,Galaxy Z Fold8,N/A,N/A,52698,N/A,N/A,N/A,60.1,44.4,N/A,N/A,N/A,872,N/A,N/A,N/A,N/A,N/A,N/A,14.5,0.76
2,SESAR,Search,Galaxy Z Fold8,582368,8567,18900,802,348631,1.47,57.5,38.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.86
2,SESAR,Website,Galaxy Z Fold8,N/A,N/A,N/A,686,208081,N/A,40.8,51.1,N/A,N/A,N/A,N/A,N/A,N/A,80518,39.3,175,3.52,16.8,0.78
2,SESAR,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,58.0,66.5,N/A,N/A,N/A,N/A,80,33.3,N/A,N/A,N/A,N/A,7.3,0.9
2,SESAR,B2B Roadshow,Galaxy Z Fold8,12930,N/A,7703,68,51070,6.69,72.0,50.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.89
2,SESAR,Paid Social,Galaxy Z Flip8,1173932,10836,16487,1297,323275,1.15,66.1,56.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.1,0.92
2,SESAR,Influencer,Galaxy Z Flip8,N/A,N/A,4847,32,9616,4.49,46.2,41.2,Influencer_21,512886,4.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,0.93
2,SESAR,TV,Galaxy Z Flip8,N/A,N/A,48492,N/A,N/A,N/A,61.6,44.8,N/A,N/A,N/A,1042,N/A,N/A,N/A,N/A,N/A,N/A,18.5,0.79
2,SESAR,Search,Galaxy Z Flip8,854145,14169,23037,2151,546838,1.66,51.2,39.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.81
2,SESAR,Website,Galaxy Z Flip8,N/A,N/A,N/A,2097,689535,N/A,40.9,35.1,N/A,N/A,N/A,N/A,N/A,N/A,128935,26.7,174,2.78,9.5,0.8
2,SESAR,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,59.7,50.6,N/A,N/A,N/A,N/A,62,32.4,N/A,N/A,N/A,N/A,9.6,0.89
2,SESAR,Paid Social,Galaxy S24,477846,6009,14806,270,48480,1.01,50.2,42.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.7,0.88
2,SESAR,Influencer,Galaxy S24,N/A,N/A,4062,23,6123,2.91,61.3,36.3,Influencer_5,923821,2.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.95
2,SESAR,TV,Galaxy S24,N/A,N/A,40863,N/A,N/A,N/A,66.5,60.8,N/A,N/A,N/A,459,N/A,N/A,N/A,N/A,N/A,N/A,17.9,0.88
2,SESAR,Search,Galaxy S24,310882,6099,9511,808,330029,1.96,51.8,55.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.91
2,SESAR,Website,Galaxy S24,N/A,N/A,N/A,873,291726,N/A,42.5,41.6,N/A,N/A,N/A,N/A,N/A,N/A,87190,28.3,263,2.67,7.9,0.84
2,SESAR,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,65.8,53.8,N/A,N/A,N/A,N/A,19,32.6,N/A,N/A,N/A,N/A,4.9,0.87
2,SESAR,B2B Roadshow,Galaxy S24,15073,N/A,3178,67,24507,7.08,69.9,61.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,0.88
2,SESAR,Paid Social,Galaxy Tab S10,80014,943,2096,108,18063,1.45,39.0,39.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.2,0.89
2,SESAR,Influencer,Galaxy Tab S10,N/A,N/A,909,76,23920,5.87,58.7,49.2,Influencer_4,877255,5.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,0.89
2,SESAR,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,74.5,45.4,N/A,N/A,N/A,N/A,13,23.0,N/A,N/A,N/A,N/A,13.3,0.86
2,SESAR,Paid Social,Galaxy Buds3,85014,1113,2894,118,40007,1.48,51.9,49.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,0.79
2,SESAR,Paid Social,Galaxy Watch6,465307,4528,17506,237,46717,1.41,61.0,28.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,0.85
2,SESAR,Influencer,Galaxy Watch6,N/A,N/A,2869,15,5008,3.22,52.8,48.2,Influencer_21,452356,3.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.8,0.76
2,SESAR,TV,Galaxy Watch6,N/A,N/A,44074,N/A,N/A,N/A,62.5,56.9,N/A,N/A,N/A,388,N/A,N/A,N/A,N/A,N/A,N/A,18.1,0.75
2,SESAR,Search,Galaxy Watch6,338742,4858,15336,669,322298,1.43,63.3,38.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,0.94
2,SESAR,Website,Galaxy Watch6,N/A,N/A,N/A,906,249263,N/A,48.1,39.4,N/A,N/A,N/A,N/A,N/A,N/A,88740,26.2,194,3.44,16.7,0.92
2,SESAR,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,61.0,52.8,N/A,N/A,N/A,N/A,51,42.6,N/A,N/A,N/A,N/A,5.7,0.86
2,SESAR,B2B Roadshow,Galaxy Watch6,20719,N/A,6879,52,23076,4.5,69.2,66.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.91
2,SETK,Paid Social,Galaxy Z Fold8,682451,8121,15572,577,123333,1.03,40.4,40.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.83
2,SETK,Influencer,Galaxy Z Fold8,N/A,N/A,8092,9,1906,3.44,34.8,46.1,Influencer_7,254040,3.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,0.88
2,SETK,TV,Galaxy Z Fold8,N/A,N/A,42010,N/A,N/A,N/A,54.2,60.7,N/A,N/A,N/A,611,N/A,N/A,N/A,N/A,N/A,N/A,12.4,0.9
2,SETK,Search,Galaxy Z Fold8,390495,8345,13151,1290,614425,2.14,65.7,49.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.5,0.84
2,SETK,Website,Galaxy Z Fold8,N/A,N/A,N/A,1045,411603,N/A,46.4,49.1,N/A,N/A,N/A,N/A,N/A,N/A,77299,32.6,241,2.96,11.7,0.89
2,SETK,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,61.0,47.5,N/A,N/A,N/A,N/A,76,41.8,N/A,N/A,N/A,N/A,7.2,0.81
2,SETK,B2B Roadshow,Galaxy Z Fold8,16387,N/A,4195,39,31435,5.77,66.7,64.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.85
2,SETK,Paid Social,Galaxy Z Flip8,736957,7855,23811,627,196659,1.28,45.7,52.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.6,0.86
2,SETK,Influencer,Galaxy Z Flip8,N/A,N/A,11295,17,4113,3.09,49.0,27.5,Influencer_6,683214,3.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.3,0.95
2,SETK,TV,Galaxy Z Flip8,N/A,N/A,40194,N/A,N/A,N/A,49.8,59.2,N/A,N/A,N/A,793,N/A,N/A,N/A,N/A,N/A,N/A,20.1,0.85
2,SETK,Search,Galaxy Z Flip8,360223,5808,20878,504,148835,1.61,48.3,43.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0.88
2,SETK,Website,Galaxy Z Flip8,N/A,N/A,N/A,1963,400320,N/A,50.6,33.9,N/A,N/A,N/A,N/A,N/A,N/A,134584,35.6,255,2.52,16.8,0.75
2,SETK,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,75.7,45.1,N/A,N/A,N/A,N/A,87,43.2,N/A,N/A,N/A,N/A,5.3,0.82
2,SETK,Paid Social,Galaxy S24,427946,5280,14442,555,120341,1.08,49.2,39.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,0.95
2,SETK,Influencer,Galaxy S24,N/A,N/A,7085,14,6965,4.89,52.1,23.0,Influencer_7,514546,4.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.83
2,SETK,TV,Galaxy S24,N/A,N/A,43600,N/A,N/A,N/A,64.9,55.6,N/A,N/A,N/A,304,N/A,N/A,N/A,N/A,N/A,N/A,9.8,0.89
2,SETK,Search,Galaxy S24,454657,9022,9350,1529,803865,1.98,48.5,54.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.4,0.87
2,SETK,Website,Galaxy S24,N/A,N/A,N/A,515,112572,N/A,58.7,27.4,N/A,N/A,N/A,N/A,N/A,N/A,60941,43.5,158,2.77,9.1,0.78
2,SETK,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,60.5,56.5,N/A,N/A,N/A,N/A,49,46.9,N/A,N/A,N/A,N/A,9.5,0.94
2,SETK,B2B Roadshow,Galaxy S24,19744,N/A,5717,62,17933,6.95,68.8,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,0.88
2,SETK,Paid Social,Galaxy Tab S10,78547,868,2064,58,19850,1.47,49.9,50.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4,0.77
2,SETK,Influencer,Galaxy Tab S10,N/A,N/A,1073,33,10875,3.3,53.0,41.8,Influencer_6,714435,3.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.87
2,SETK,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,55.1,46.3,N/A,N/A,N/A,N/A,7,40.4,N/A,N/A,N/A,N/A,10.8,0.9
2,SETK,Paid Social,Galaxy Buds3,126510,1357,3394,65,9834,1.02,48.8,35.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.75
2,SETK,Paid Social,Galaxy Watch6,523916,6234,20512,452,70767,1.05,40.8,45.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.9,0.8
2,SETK,Influencer,Galaxy Watch6,N/A,N/A,2630,29,10667,3.86,62.4,29.3,Influencer_6,633911,3.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,0.89
2,SETK,TV,Galaxy Watch6,N/A,N/A,29289,N/A,N/A,N/A,55.7,44.7,N/A,N/A,N/A,334,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0.75
2,SETK,Search,Galaxy Watch6,316835,5136,18429,812,290970,1.62,66.4,50.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.88
2,SETK,Website,Galaxy Watch6,N/A,N/A,N/A,710,196076,N/A,46.9,48.6,N/A,N/A,N/A,N/A,N/A,N/A,78383,44.0,235,3.76,11.4,0.83
2,SETK,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,61.0,66.1,N/A,N/A,N/A,N/A,68,23.1,N/A,N/A,N/A,N/A,6.2,0.85
2,SETK,B2B Roadshow,Galaxy Watch6,16421,N/A,5614,54,40951,5.46,66.5,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.95
2,SELV,Paid Social,Galaxy Z Fold8,776611,8197,33523,458,182886,0.93,61.0,28.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.94
2,SELV,Influencer,Galaxy Z Fold8,N/A,N/A,10788,41,18273,5.29,56.5,34.3,Influencer_9,659753,5.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.4,0.88
2,SELV,TV,Galaxy Z Fold8,N/A,N/A,50446,N/A,N/A,N/A,65.5,55.9,N/A,N/A,N/A,580,N/A,N/A,N/A,N/A,N/A,N/A,18.3,0.73
2,SELV,Search,Galaxy Z Fold8,674836,11332,25445,1512,796897,1.68,64.5,42.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,0.93
2,SELV,Website,Galaxy Z Fold8,N/A,N/A,N/A,611,160117,N/A,38.5,51.6,N/A,N/A,N/A,N/A,N/A,N/A,67251,38.3,192,3.47,13.8,0.82
