week,market,channel,product,impressions,clicks,spend_aed,conversions,sales_aed,engagement_rate,brand_awareness,purchase_intent,influencer,followers,tv_grp,pr_mentions,pr_share_of_voice,sessions,bounce_rate,avg_session_sec,pages_per_session,competitor_sov,sentiment,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cpa_aed,roas,aov_aed,cost_per_grp_aed
1,SEIL,Website,Galaxy S24,,,,"1,069","337,200",,38.10,47.60,,,,,,"122,320",25.80,244,3.75,16.10,0.86,earned,owned,True,,,,,,315.43,
1,SEIL,PR,Galaxy S24,,,0,,,,66,65.10,,,,88,28.50,,,,,11.90,0.81,earned,brand,False,,,,,,,
1,SEIL,Paid Social,Galaxy Tab S10,"153,814","2,102","2,861",138,"37,109",0.91,38.40,29.30,,,,,,,,,,18.30,0.79,paid,response,True,18.60,1.36,0.01,20.73,12.97,268.91,
1,SEIL,Paid Social,Galaxy Buds3,"137,734","1,183","2,780",51,"16,672",1.49,52.20,44.50,,,,,,,,,,11.90,0.93,paid,response,True,20.18,2.35,0.01,54.51,6.00,326.90,
1,SEIL,Paid Social,Galaxy Watch6,"738,271","8,018","24,240",756,"123,297",1.24,46.50,36.10,,,,,,,,,,14.20,0.80,paid,response,True,32.83,3.02,0.01,32.06,5.09,163.09,
1,SEIL,Influencer,Galaxy Watch6,,,"8,332",72,"21,600",5.48,48.80,25.20,Influencer_17,"958,889",,,,,,,,11.20,0.94,paid,response,True,,,,115.72,2.59,300,
1,SEIL,TV,Galaxy Watch6,,,"58,470",,,,61.90,60,,,489,,,,,,,13.10,0.80,paid,brand,False,,,,,,,119.57
1,SEIL,Search,Galaxy Watch6,"495,826","9,981","28,610",891,"401,962",2.01,54.10,31.60,,,,,,,,,,9.40,0.93,paid,response,True,57.70,2.87,0.02,32.11,14.05,451.14,
1,SEIL,Website,Galaxy Watch6,,,,"1,739","559,206",,43.60,45.70,,,,,,"99,529",29.50,185,2.73,12.60,0.85,earned,owned,True,,,,,,321.57,
1,SEIL,PR,Galaxy Watch6,,,0,,,,59.90,60.40,,,,90,18.10,,,,,6.40,0.86,earned,brand,False,,,,,,,
1,SEPAK,Paid Social,Galaxy Z Fold8,"585,064","5,421","17,424",529,"85,128",1.06,58.10,55.30,,,,,,,,,,14.80,0.89,paid,response,True,29.78,3.21,0.01,32.94,4.89,160.92,
1,SEPAK,Influencer,Galaxy Z Fold8,,,"5,534",28,"12,188",4.37,58.40,26.80,Influencer_19,"445,369",,,,,,,,14.50,0.86,paid,response,True,,,,197.64,2.20,435.29,
1,SEPAK,TV,Galaxy Z Fold8,,,"58,874",,,,66.20,56,,,636,,,,,,,15.40,0.80,paid,brand,False,,,,,,,92.57
1,SEPAK,Search,Galaxy Z Fold8,"384,964","7,764","14,534","1,298","344,818",2.02,53.40,40.40,,,,,,,,,,15,0.89,paid,response,True,37.75,1.87,0.02,11.20,23.72,265.65,
1,SEPAK,Website,Galaxy Z Fold8,,,,"1,942","526,798",,49,46.80,,,,,,"117,620",40.30,219,3.17,8.40,0.91,earned,owned,True,,,,,,271.27,
1,SEPAK,PR,Galaxy Z Fold8,,,0,,,,74.80,51.60,,,,76,43.50,,,,,8.80,0.86,earned,brand,False,,,,,,,
1,SEPAK,Paid Social,Galaxy Z Flip8,"84,295","1,261","2,914",73,"16,765",0.87,57.90,36.30,,,,,,,,,,9.30,0.71,paid,response,True,34.57,2.31,0.01,39.92,5.75,229.66,
1,SEPAK,Influencer,Galaxy Z Flip8,,,"1,105",60,"20,074",5.41,31.50,23.40,Influencer_19,"929,884",,,,,,,,10.30,0.92,paid,response,True,,,,18.42,18.17,334.57,
1,SEPAK,PR,Galaxy Z Flip8,,,0,,,,66.70,51.80,,,,10,45.20,,,,,12.20,0.84,earned,brand,False,,,,,,,
1,SEPAK,Paid Social,Galaxy S24,"451,105","3,759","20,604",342,"104,550",0.84,61.60,41.20,,,,,,,,,,13.90,0.86,paid,response,True,45.67,5.48,0.01,60.25,5.07,305.70,
1,SEPAK,Influencer,Galaxy S24,,,"4,308",21,"8,073",5.01,38.50,33.50,Influencer_20,"453,690",,,,,,,,14.30,0.77,paid,response,True,,,,205.14,1.87,384.43,
1,SEPAK,TV,Galaxy S24,,,"42,905",,,,70.80,50.10,,,347,,,,,,,18.80,0.82,paid,brand,False,,,,,,,123.65
1,SEPAK,Search,Galaxy S24,"248,528","3,952","20,323",333,"121,899",1.59,50.70,49.80,,,,,,,,,,9.80,0.79,paid,response,True,81.77,5.14,0.02,61.03,6.00,366.06,
1,SEPAK,Website,Galaxy S24,,,,"1,000","357,064",,45,34.50,,,,,,"65,283",40.40,235,2.70,13.90,0.90,earned,owned,True,,,,,,357.06,
1,SEPAK,PR,Galaxy S24,,,0,,,,63.50,45.80,,,,62,46.40,,,,,6.40,0.91,earned,brand,False,,,,,,,
1,SEPAK,Paid Social,Galaxy Tab S10,"119,366","1,337","2,593",75,"26,083",1.42,46,35.50,,,,,,,,,,12.30,0.90,paid,response,True,21.72,1.94,0.01,34.57,10.06,347.77,
1,SEPAK,Paid Social,Galaxy Buds3,"89,783",877,"2,191",55,"20,104",0.83,56.20,34.40,,,,,,,,,,17.10,0.81,paid,response,True,24.40,2.50,0.01,39.84,9.18,365.53,
1,SEPAK,Paid Social,Galaxy Watch6,"567,780","7,496","19,734",503,"98,942",1.28,47.50,50.10,,,,,,,,,,10.70,0.72,paid,response,True,34.76,2.63,0.01,39.23,5.01,196.70,
1,SEPAK,Influencer,Galaxy Watch6,,,"7,788",7,"2,016",4.01,34.40,30.80,Influencer_19,"282,760",,,,,,,,10.70,0.84,paid,response,True,,,,"1,112.57",0.26,288,
1,SEPAK,TV,Galaxy Watch6,,,"46,339",,,,64.20,45.30,,,387,,,,,,,9.90,0.89,paid,brand,False,,,,,,,119.74
1,SEPAK,Search,Galaxy Watch6,"387,873","7,039","19,401",756,"411,270",1.81,65.10,33,,,,,,,,,,12.30,0.84,paid,response,True,50.02,2.76,0.02,25.66,21.20,544.01,
1,SEPAK,Website,Galaxy Watch6,,,,995,"234,516",,37.90,45.50,,,,,,"56,774",37.20,262,2.55,11.20,0.82,earned,owned,True,,,,,,235.69,
1,SEPAK,PR,Galaxy Watch6,,,0,,,,55.30,52.40,,,,73,18,,,,,8.50,0.87,earned,brand,False,,,,,,,
2,SGE,Paid Social,Galaxy Z Fold8,"621,356","7,467","33,750",517,"118,184",1,66.80,28.20,,,,,,,,,,9.20,0.83,paid,response,True,54.32,4.52,0.01,65.28,3.50,228.60,
2,SGE,Influencer,Galaxy Z Fold8,,,"5,901",13,"3,436",3.42,51,42.80,Influencer_3,"323,481",,,,,,,,17.40,0.79,paid,response,True,,,,453.92,0.58,264.31,
2,SGE,TV,Galaxy Z Fold8,,,"44,728",,,,50.90,42.30,,,961,,,,,,,17.40,0.92,paid,brand,False,,,,,,,46.54
2,SGE,Search,Galaxy Z Fold8,"756,154","16,390","23,542","2,405","1,113,183",2.17,56.50,39.50,,,,,,,,,,8.90,0.81,paid,response,True,31.13,1.44,0.02,9.79,47.28,462.86,
2,SGE,Website,Galaxy Z Fold8,,,,"1,334","436,470",,43.30,39.40,,,,,,"83,740",27.40,201,3.69,10.60,0.85,earned,owned,True,,,,,,327.19,
2,SGE,PR,Galaxy Z Fold8,,,0,,,,66.80,57.70,,,,89,43.10,,,,,5.20,0.85,earned,brand,False,,,,,,,
2,SGE,B2B Roadshow,Galaxy Z Fold8,"29,536",,"7,306",105,"49,256",7.12,56.50,69.40,,,,,,,,,,9.50,0.89,paid,brand,True,247.36,,,69.58,6.74,469.10,
2,SGE,Paid Social,Galaxy Z Flip8,"1,231,322","14,309","23,293","1,577","544,168",1.25,43.50,56.40,,,,,,,,,,12.20,0.93,paid,response,True,18.92,1.63,0.01,14.77,23.36,345.07,
2,SGE,Influencer,Galaxy Z Flip8,,,"7,891",9,"2,671",4.31,53.90,32.40,Influencer_1,"330,192",,,,,,,,16.80,0.93,paid,response,True,,,,876.78,0.34,296.78,
2,SGE,TV,Galaxy Z Flip8,,,"50,554",,,,53.90,61.90,,,759,,,,,,,12.10,0.85,paid,brand,False,,,,,,,66.61
2,SGE,Search,Galaxy Z Flip8,"894,320","15,502","38,047","2,233","954,702",1.73,57.30,36.50,,,,,,,,,,11.80,0.92,paid,response,True,42.54,2.45,0.02,17.04,25.09,427.54,
2,SGE,Website,Galaxy Z Flip8,,,,"2,225","758,512",,61.10,46.30,,,,,,"135,487",41.50,157,2.62,9.60,0.79,earned,owned,True,,,,,,340.90,
2,SGE,PR,Galaxy Z Flip8,,,0,,,,69,54.90,,,,132,31.50,,,,,10,0.85,earned,brand,False,,,,,,,
2,SGE,Paid Social,Galaxy S24,"567,856","6,462","21,826",412,"69,316",0.84,51.20,41.90,,,,,,,,,,9.40,0.85,paid,response,True,38.44,3.38,0.01,52.98,3.18,168.24,
2,SGE,Influencer,Galaxy S24,,,"5,026",50,"11,961",3.62,43.70,38.80,Influencer_2,"953,258",,,,,,,,10.60,0.84,paid,response,True,,,,100.52,2.38,239.22,
2,SGE,TV,Galaxy S24,,,"40,992",,,,55.20,40.40,,,543,,,,,,,12.30,0.80,paid,brand,False,,,,,,,75.49
2,SGE,Search,Galaxy S24,"537,021","8,689","13,137","1,401","742,705",1.62,60.80,36.90,,,,,,,,,,7.60,0.94,paid,response,True,24.46,1.51,0.02,9.38,56.54,530.12,
2,SGE,Website,Galaxy S24,,,,"1,245","345,033",,61.60,32.40,,,,,,"95,897",25.50,250,3.26,10.50,0.76,earned,owned,True,,,,,,277.13,
2,SGE,PR,Galaxy S24,,,0,,,,74.10,59.20,,,,70,36.90,,,,,7,0.80,earned,brand,False,,,,,,,
2,SGE,B2B Roadshow,Galaxy S24,"11,662",,"6,530",48,"28,748",6.64,70.30,57.30,,,,,,,,,,7.80,0.91,paid,brand,True,559.94,,,136.04,4.40,598.92,
2,SGE,Paid Social,Galaxy Tab S10,"103,854","1,094","3,701",50,"13,803",1.34,46.40,57.10,,,,,,,,,,15.20,0.73,paid,response,True,35.64,3.38,0.01,74.02,3.73,276.06,
2,SGE,Influencer,Galaxy Tab S10,,,996,24,"7,432",3.81,36.90,40.10,Influencer_1,"613,037",,,,,,,,11.40,0.76,paid,response,True,,,,41.50,7.46,309.67,
2,SGE,PR,Galaxy Tab S10,,,0,,,,61.30,54.20,,,,4,23.10,,,,,8.50,0.90,earned,brand,False,,,,,,,
2,SGE,Paid Social,Galaxy Buds3,"132,871","1,192","3,870",63,"25,052",1.32,47,37.50,,,,,,,,,,16.90,0.83,paid,response,True,29.13,3.25,0.01,61.43,6.47,397.65,
2,SGE,Paid Social,Galaxy Watch6,"751,739","8,976","23,770",944,"228,532",1.27,67.40,44.90,,,,,,,,,,16.60,0.88,paid,response,True,31.62,2.65,0.01,25.18,9.61,242.09,
2,SGE,Influencer,Galaxy Watch6,,,"5,939",17,"6,743",2.59,61.80,39.40,Influencer_3,"859,827",,,,,,,,9.70,0.76,paid,response,True,,,,349.35,1.14,396.65,
2,SGE,TV,Galaxy Watch6,,,"53,031",,,,62.10,56,,,419,,,,,,,18.10,0.80,paid,brand,False,,,,,,,126.57
2,SGE,Search,Galaxy Watch6,"566,572","8,171","11,730",809,"309,290",1.44,53.30,42.50,,,,,,,,,,8,0.86,paid,response,True,20.70,1.44,0.01,14.50,26.37,382.31,
2,SGE,Website,Galaxy Watch6,,,,"1,613","619,326",,51.40,52,,,,,,"96,439",26.20,185,3.28,11.80,0.82,earned,owned,True,,,,,,383.96,
2,SGE,PR,Galaxy Watch6,,,0,,,,66.30,56.10,,,,36,32.80,,,,,10.50,0.94,earned,brand,False,,,,,,,
2,SGE,B2B Roadshow,Galaxy Watch6,"16,095",,"7,997",86,"24,667",7.79,60.60,56,,,,,,,,,,11.60,0.98,paid,brand,True,496.86,,,92.99,3.08,286.83,
2,SESAR,Paid Social,Galaxy Z Fold8,"904,316","9,063","18,792",862,"234,680",1.14,54.80,55.40,,,,,,,,,,15.70,0.77,paid,response,True,20.78,2.07,0.01,21.80,12.49,272.25,
2,SESAR,Influencer,Galaxy Z Fold8,,,"6,232",52,"25,291",4.40,56.70,30.70,Influencer_4,"909,489",,,,,,,,10.30,0.89,paid,response,True,,,,119.85,4.06,486.37,
2,SESAR,TV,Galaxy Z Fold8,,,"52,698",,,,60.10,44.40,,,872,,,,,,,14.50,0.76,paid,brand,False,,,,,,,60.43
2,SESAR,Search,Galaxy Z Fold8,"582,368","8,567","18,900",802,"348,631",1.47,57.50,38.30,,,,,,,,,,12.20,0.86,paid,response,True,32.45,2.21,0.01,23.57,18.45,434.70,
2,SESAR,Website,Galaxy Z Fold8,,,,686,"208,081",,40.80,51.10,,,,,,"80,518",39.30,175,3.52,16.80,0.78,earned,owned,True,,,,,,303.33,
2,SESAR,PR,Galaxy Z Fold8,,,0,,,,58,66.50,,,,80,33.30,,,,,7.30,0.90,earned,brand,False,,,,,,,
2,SESAR,B2B Roadshow,Galaxy Z Fold8,"12,930",,"7,703",68,"51,070",6.69,72,50.70,,,,,,,,,,11.50,0.89,paid,brand,True,595.75,,,113.28,6.63,751.03,
2,SESAR,Paid Social,Galaxy Z Flip8,"1,173,932","10,836","16,487","1,297","323,275",1.15,66.10,56.30,,,,,,,,,,18.10,0.92,paid,response,True,14.04,1.52,0.01,12.71,19.61,249.25,
2,SESAR,Influencer,Galaxy Z Flip8,,,"4,847",32,"9,616",4.49,46.20,41.20,Influencer_21,"512,886",,,,,,,,12.60,0.93,paid,response,True,,,,151.47,1.98,300.50,
2,SESAR,TV,Galaxy Z Flip8,,,"48,492",,,,61.60,44.80,,,"1,042",,,,,,,18.50,0.79,paid,brand,False,,,,,,,46.54
2,SESAR,Search,Galaxy Z Flip8,"854,145","14,169","23,037","2,151","546,838",1.66,51.20,39.60,,,,,,,,,,12.30,0.81,paid,response,True,26.97,1.63,0.02,10.71,23.74,254.23,
2,SESAR,Website,Galaxy Z Flip8,,,,"2,097","689,535",,40.90,35.10,,,,,,"128,935",26.70,174,2.78,9.50,0.80,earned,owned,True,,,,,,328.82,
2,SESAR,PR,Galaxy Z Flip8,,,0,,,,59.70,50.60,,,,62,32.40,,,,,9.60,0.89,earned,brand,False,,,,,,,
2,SESAR,Paid Social,Galaxy S24,"477,846","6,009","14,806",270,"48,480",1.01,50.20,42.50,,,,,,,,,,17.70,0.88,paid,response,True,30.98,2.46,0.01,54.84,3.27,179.56,
2,SESAR,Influencer,Galaxy S24,,,"4,062",23,"6,123",2.91,61.30,36.30,Influencer_5,"923,821",,,,,,,,11.90,0.95,paid,response,True,,,,176.61,1.51,266.22,
2,SESAR,TV,Galaxy S24,,,"40,863",,,,66.50,60.80,,,459,,,,,,,17.90,0.88,paid,brand,False,,,,,,,89.03
2,SESAR,Search,Galaxy S24,"310,882","6,099","9,511",808,"330,029",1.96,51.80,55.10,,,,,,,,,,7.20,0.91,paid,response,True,30.59,1.56,0.02,11.77,34.70,408.45,
2,SESAR,Website,Galaxy S24,,,,873,"291,726",,42.50,41.60,,,,,,"87,190",28.30,263,2.67,7.90,0.84,earned,owned,True,,,,,,334.16,
2,SESAR,PR,Galaxy S24,,,0,,,,65.80,53.80,,,,19,32.60,,,,,4.90,0.87,earned,brand,False,,,,,,,
2,SESAR,B2B Roadshow,Galaxy S24,"15,073",,"3,178",67,"24,507",7.08,69.90,61.60,,,,,,,,,,5.30,0.88,paid,brand,True,210.84,,,47.43,7.71,365.78,
2,SESAR,Paid Social,Galaxy Tab S10,"80,014",943,"2,096",108,"18,063",1.45,39,39.70,,,,,,,,,,16.20,0.89,paid,response,True,26.20,2.22,0.01,19.41,8.62,167.25,
2,SESAR,Influencer,Galaxy Tab S10,,,909,76,"23,920",5.87,58.70,49.20,Influencer_4,"877,255",,,,,,,,11.20,0.89,paid,response,True,,,,11.96,26.31,314.74,
2,SESAR,PR,Galaxy Tab S10,,,0,,,,74.50,45.40,,,,13,23,,,,,13.30,0.86,earned,brand,False,,,,,,,
2,SESAR,Paid Social,Galaxy Buds3,"85,014","1,113","2,894",118,"40,007",1.48,51.90,49,,,,,,,,,,12.10,0.79,paid,response,True,34.04,2.60,0.01,24.53,13.82,339.04,
2,SESAR,Paid Social,Galaxy Watch6,"465,307","4,528","17,506",237,"46,717",1.41,61,28.40,,,,,,,,,,14.90,0.85,paid,response,True,37.62,3.87,0.01,73.86,2.67,197.12,
2,SESAR,Influencer,Galaxy Watch6,,,"2,869",15,"5,008",3.22,52.80,48.20,Influencer_21,"452,356",,,,,,,,9.80,0.76,paid,response,True,,,,191.27,1.75,333.87,
2,SESAR,TV,Galaxy Watch6,,,"44,074",,,,62.50,56.90,,,388,,,,,,,18.10,0.75,paid,brand,False,,,,,,,113.59
2,SESAR,Search,Galaxy Watch6,"338,742","4,858","15,336",669,"322,298",1.43,63.30,38.10,,,,,,,,,,14.10,0.94,paid,response,True,45.27,3.16,0.01,22.92,21.02,481.76,
2,SESAR,Website,Galaxy Watch6,,,,906,"249,263",,48.10,39.40,,,,,,"88,740",26.20,194,3.44,16.70,0.92,earned,owned,True,,,,,,275.12,
2,SESAR,PR,Galaxy Watch6,,,0,,,,61,52.80,,,,51,42.60,,,,,5.70,0.86,earned,brand,False,,,,,,,
2,SESAR,B2B Roadshow,Galaxy Watch6,"20,719",,"6,879",52,"23,076",4.50,69.20,66.10,,,,,,,,,,11.40,0.91,paid,brand,True,332.01,,,132.29,3.35,443.77,
2,SETK,Paid Social,Galaxy Z Fold8,"682,451","8,121","15,572",577,"123,333",1.03,40.40,40.90,,,,,,,,,,11.50,0.83,paid,response,True,22.82,1.92,0.01,26.99,7.92,213.75,
2,SETK,Influencer,Galaxy Z Fold8,,,"8,092",9,"1,906",3.44,34.80,46.10,Influencer_7,"254,040",,,,,,,,13.30,0.88,paid,response,True,,,,899.11,0.24,211.78,
2,SETK,TV,Galaxy Z Fold8,,,"42,010",,,,54.20,60.70,,,611,,,,,,,12.40,0.90,paid,brand,False,,,,,,,68.76
2,SETK,Search,Galaxy Z Fold8,"390,495","8,345","13,151","1,290","614,425",2.14,65.70,49.60,,,,,,,,,,12.50,0.84,paid,response,True,33.68,1.58,0.02,10.19,46.72,476.30,
2,SETK,Website,Galaxy Z Fold8,,,,"1,045","411,603",,46.40,49.10,,,,,,"77,299",32.60,241,2.96,11.70,0.89,earned,owned,True,,,,,,393.88,
2,SETK,PR,Galaxy Z Fold8,,,0,,,,61,47.50,,,,76,41.80,,,,,7.20,0.81,earned,brand,False,,,,,,,
2,SETK,B2B Roadshow,Galaxy Z Fold8,"16,387",,"4,195",39,"31,435",5.77,66.70,64.40,,,,,,,,,,7.10,0.85,paid,brand,True,256.00,,,107.56,7.49,806.03,
2,SETK,Paid Social,Galaxy Z Flip8,"736,957","7,855","23,811",627,"196,659",1.28,45.70,52,,,,,,,,,,18.60,0.86,paid,response,True,32.31,3.03,0.01,37.98,8.26,313.65,
2,SETK,Influencer,Galaxy Z Flip8,,,"11,295",17,"4,113",3.09,49,27.50,Influencer_6,"683,214",,,,,,,,16.30,0.95,paid,response,True,,,,664.41,0.36,241.94,
2,SETK,TV,Galaxy Z Flip8,,,"40,194",,,,49.80,59.20,,,793,,,,,,,20.10,0.85,paid,brand,False,,,,,,,50.69
2,SETK,Search,Galaxy Z Flip8,"360,223","5,808","20,878",504,"148,835",1.61,48.30,43.60,,,,,,,,,,6.70,0.88,paid,response,True,57.96,3.59,0.02,41.42,7.13,295.31,
2,SETK,Website,Galaxy Z Flip8,,,,"1,963","400,320",,50.60,33.90,,,,,,"134,584",35.60,255,2.52,16.80,0.75,earned,owned,True,,,,,,203.93,
2,SETK,PR,Galaxy Z Flip8,,,0,,,,75.70,45.10,,,,87,43.20,,,,,5.30,0.82,earned,brand,False,,,,,,,
2,SETK,Paid Social,Galaxy S24,"427,946","5,280","14,442",555,"120,341",1.08,49.20,39.60,,,,,,,,,,13.80,0.95,paid,response,True,33.75,2.74,0.01,26.02,8.33,216.83,
2,SETK,Influencer,Galaxy S24,,,"7,085",14,"6,965",4.89,52.10,23,Influencer_7,"514,546",,,,,,,,11.50,0.83,paid,response,True,,,,506.07,0.98,497.50,
2,SETK,TV,Galaxy S24,,,"43,600",,,,64.90,55.60,,,304,,,,,,,9.80,0.89,paid,brand,False,,,,,,,143.42
2,SETK,Search,Galaxy S24,"454,657","9,022","9,350","1,529","803,865",1.98,48.50,54.70,,,,,,,,,,12.40,0.87,paid,response,True,20.56,1.04,0.02,6.12,85.97,525.75,
2,SETK,Website,Galaxy S24,,,,515,"112,572",,58.70,27.40,,,,,,"60,941",43.50,158,2.77,9.10,0.78,earned,owned,True,,,,,,218.59,
2,SETK,PR,Galaxy S24,,,0,,,,60.50,56.50,,,,49,46.90,,,,,9.50,0.94,earned,brand,False,,,,,,,
2,SETK,B2B Roadshow,Galaxy S24,"19,744",,"5,717",62,"17,933",6.95,68.80,51.60,,,,,,,,,,10.20,0.88,paid,brand,True,289.56,,,92.21,3.14,289.24,
2,SETK,Paid Social,Galaxy Tab S10,"78,547",868,"2,064",58,"19,850",1.47,49.90,50.60,,,,,,,,,,7.40,0.77,paid,response,True,26.28,2.38,0.01,35.59,9.62,342.24,
2,SETK,Influencer,Galaxy Tab S10,,,"1,073",33,"10,875",3.30,53,41.80,Influencer_6,"714,435",,,,,,,,8.30,0.87,paid,response,True,,,,32.52,10.14,329.55,
2,SETK,PR,Galaxy Tab S10,,,0,,,,55.10,46.30,,,,7,40.40,,,,,10.80,0.90,earned,brand,False,,,,,,,
2,SETK,Paid Social,Galaxy Buds3,"126,510","1,357","3,394",65,"9,834",1.02,48.80,35.50,,,,,,,,,,8.60,0.75,paid,response,True,26.83,2.50,0.01,52.22,2.90,151.29,
2,SETK,Paid Social,Galaxy Watch6,"523,916","6,234","20,512",452,"70,767",1.05,40.80,45.30,,,,,,,,,,10.90,0.80,paid,response,True,39.15,3.29,0.01,45.38,3.45,156.56,
2,SETK,Influencer,Galaxy Watch6,,,"2,630",29,"10,667",3.86,62.40,29.30,Influencer_6,"633,911",,,,,,,,12.60,0.89,paid,response,True,,,,90.69,4.06,367.83,
2,SETK,TV,Galaxy Watch6,,,"29,289",,,,55.70,44.70,,,334,,,,,,,10.60,0.75,paid,brand,False,,,,,,,87.69
2,SETK,Search,Galaxy Watch6,"316,835","5,136","18,429",812,"290,970",1.62,66.40,50.20,,,,,,,,,,10.70,0.88,paid,response,True,58.17,3.59,0.02,22.70,15.79,358.34,
2,SETK,Website,Galaxy Watch6,,,,710,"196,076",,46.90,48.60,,,,,,"78,383",44,235,3.76,11.40,0.83,earned,owned,True,,,,,,276.16,
2,SETK,PR,Galaxy Watch6,,,0,,,,61,66.10,,,,68,23.10,,,,,6.20,0.85,earned,brand,False,,,,,,,
2,SETK,B2B Roadshow,Galaxy Watch6,"16,421",,"5,614",54,"40,951",5.46,66.50,54.80,,,,,,,,,,7.60,0.95,paid,brand,True,341.88,,,103.96,7.29,758.35,
2,SELV,Paid Social,Galaxy Z Fold8,"776,611","8,197","33,523",458,"182,886",0.93,61,28.20,,,,,,,,,,15.70,0.94,paid,response,True,43.17,4.09,0.01,73.19,5.46,399.31,
2,SELV,Influencer,Galaxy Z Fold8,,,"10,788",41,"18,273",5.29,56.50,34.30,Influencer_9,"659,753",,,,,,,,12.40,0.88,paid,response,True,,,,263.12,1.69,445.68,
2,SELV,TV,Galaxy Z Fold8,,,"50,446",,,,65.50,55.90,,,580,,,,,,,18.30,0.73,paid,brand,False,,,,,,,86.98
2,SELV,Search,Galaxy Z Fold8,"674,836","11,332","25,445","1,512","796,897",1.68,64.50,42.70,,,,,,,,,,6.50,0.93,paid,response,True,37.71,2.25,0.02,16.83,31.32,527.05,
2,SELV,Website,Galaxy Z Fold8,,,,611,"160,117",,38.50,51.60,,,,,,"67,251",38.30,192,3.47,13.80,0.82,earned,owned,True,,,,,,262.06,
2,SELV,PR,Galaxy Z Fold8,,,0,,,,63.80,42.70,,,,68,48,,,,,6.70,0.88,earned,brand,False,,,,,,,
2,SELV,B2B Roadshow,Galaxy Z Fold8,"29,697",,"7,571",125,"59,067",4.11,62.50,59.30,,,,,,,,,,9.80,0.93,paid,brand,True,254.94,,,60.57,7.80,472.54,
2,SELV,Paid Social,Galaxy Z Flip8,"796,169","8,291","17,605",651,"145,731",1.44,40.60,52.30,,,,,,,,,,15.80,0.79,paid,response,True,22.11,2.12,0.01,27.04,8.28,223.86,
2,SELV,Influencer,Galaxy Z Flip8,,,"9,993",34,"11,656",5.24,45.70,42.90,Influencer_10,"677,450",,,,,,,,10.60,0.81,paid,response,True,,,,293.91,1.17,342.82,
2,SELV,TV,Galaxy Z Flip8,,,"51,620",,,,70.20,54.20,,,563,,,,,,,16.90,0.75,paid,brand,False,,,,,,,91.69
2,SELV,Search,Galaxy Z Flip8,"946,313","13,663","21,609","1,847","645,151",1.44,53.50,43.80,,,,,,,,,,13.40,0.88,paid,response,True,22.83,1.58,0.01,11.70,29.86,349.30,
2,SELV,Website,Galaxy Z Flip8,,,,"1,474","454,041",,48.10,27.10,,,,,,"102,341",25.60,200,3.17,9.10,0.80,earned,owned,True,,,,,,308.03,
2,SELV,PR,Galaxy Z Flip8,,,0,,,,73,55.80,,,,38,36.30,,,,,7.70,0.83,earned,brand,False,,,,,,,
2,SELV,Paid Social,Galaxy S24,"461,788","4,542","23,131",373,"115,546",1.22,56.30,45,,,,,,,,,,11.20,0.91,paid,response,True,50.09,5.09,0.01,62.01,5.00,309.77,
2,SELV,Influencer,Galaxy S24,,,"7,245",26,"12,365",5.35,50.30,42.20,Influencer_8,"380,908",,,,,,,,10.50,0.80,paid,response,True,,,,278.65,1.71,475.58,
2,SELV,TV,Galaxy S24,,,"31,072",,,,58.30,41.50,,,405,,,,,,,13.50,0.84,paid,brand,False,,,,,,,76.72
2,SELV,Search,Galaxy S24,"496,123","7,857","13,270","1,010","415,325",1.58,65.80,55.50,,,,,,,,,,7.80,0.81,paid,response,True,26.75,1.69,0.02,13.14,31.30,411.21,
2,SELV,Website,Galaxy S24,,,,681,"189,757",,61.20,39.10,,,,,,"72,482",34,163,3.80,9,0.82,earned,owned,True,,,,,,278.64,
2,SELV,PR,Galaxy S24,,,0,,,,65.40,59.50,,,,74,34.20,,,,,8.10,0.93,earned,brand,False,,,,,,,
2,SELV,B2B Roadshow,Galaxy S24,"21,459",,"4,370",41,"43,767",3.15,70.20,55.80,,,,,,,,,,6.90,0.91,paid,brand,True,203.64,,,106.59,10.02,"1,067.49",
2,SELV,Paid Social,Galaxy Tab S10,"97,051","1,306","5,038",129,"44,050",1.18,41.40,30.80,,,,,,,,,,16.30,0.91,paid,response,True,51.91,3.86,0.01,39.05,8.74,341.47,
2,SELV,Influencer,Galaxy Tab S10,,,551,52,"17,285",5.38,39.20,34.80,Influencer_10,"768,373",,,,,,,,14.80,0.88,paid,response,True,,,,10.60,31.37,332.40,
2,SELV,PR,Galaxy Tab S10,,,0,,,,78,53.60,,,,8,27.90,,,,,7.50,0.93,earned,brand,False,,,,,,,
2,SELV,Paid Social,Galaxy Buds3,"120,482","1,693","2,614",172,"35,988",1.37,55.60,37.90,,,,,,,,,,15.50,0.86,paid,response,True,21.70,1.54,0.01,15.20,13.77,209.23,
2,SELV,Paid Social,Galaxy Watch6,"484,293","5,963","15,485",626,"219,951",1.20,54,45.30,,,,,,,,,,9,0.94,paid,response,True,31.97,2.60,0.01,24.74,14.20,351.36,
2,SELV,Influencer,Galaxy Watch6,,,"5,951",33,"13,325",4.50,35.50,50.90,Influencer_10,"503,387",,,,,,,,15.30,0.93,paid,response,True,,,,180.33,2.24,403.79,
2,SELV,TV,Galaxy Watch6,,,"39,743",,,,65.40,55.50,,,694,,,,,,,10.40,0.75,paid,brand,False,,,,,,,57.27
